indice_tiempo,medio_de_transporte,pais_destino,turistas_residentes
2019-06,Aérea,Paraguay,5070.9
2019-06,Aérea,Uruguay,3811
2019-06,Aérea,EE.UU. y Canadá,76522.4
2019-06,Aérea,Resto de América,72621.6
2019-06,Aérea,Europa,80267.7
2019-06,Aérea,Resto del mundo,15901.5
2019-06,Terrestre,Bolivia,31671
2019-06,Terrestre,Brasil,55539.6
2019-06,Terrestre,Chile,33762.1
2019-06,Terrestre,Paraguay,80340.1
2019-06,Terrestre,Uruguay,28275.9
2019-06,Terrestre,EE.UU. y Canadá,93
2019-06,Terrestre,Resto de América,528.6
2019-06,Terrestre,Europa,78.5
2019-06,Terrestre,Resto del mundo,63.6
2019-06,Fluvial/Marítima,Bolivia,6261
2019-06,Fluvial/Marítima,Brasil,4276.1
2019-06,Fluvial/Marítima,Chile,15.9
2019-06,Fluvial/Marítima,Paraguay,5912.6
2019-06,Fluvial/Marítima,Uruguay,24611.3
2019-06,Fluvial/Marítima,EE.UU. y Canadá,50.7
2019-06,Fluvial/Marítima,Resto de América,172.9
2019-06,Fluvial/Marítima,Europa,35.4
2019-06,Fluvial/Marítima,Resto del mundo,12.8
2019-07,Aérea,Bolivia,2516.4
2019-07,Aérea,Brasil,51804.7
2019-07,Aérea,Chile,21686.3
2019-07,Aérea,Paraguay,6099.3
2019-07,Aérea,Uruguay,3986.4
2019-07,Aérea,EE.UU. y Canadá,59314.4
2019-07,Aérea,Resto de América,71509.4
2019-07,Aérea,Europa,81732.4
2019-07,Aérea,Resto del mundo,13199.7
2019-07,Terrestre,Bolivia,41981.7
2019-07,Terrestre,Brasil,108349.3
2019-07,Terrestre,Chile,64531
2019-07,Terrestre,Paraguay,110852.4
2019-07,Terrestre,Uruguay,43070
2019-07,Terrestre,EE.UU. y Canadá,357.6
2019-07,Terrestre,Resto de América,934.4
2019-07,Terrestre,Europa,90.1
2019-07,Terrestre,Resto del mundo,100.6
2019-07,Fluvial/Marítima,Bolivia,8983
2019-07,Fluvial/Marítima,Brasil,5691
2019-07,Fluvial/Marítima,Chile,34
2019-07,Fluvial/Marítima,Paraguay,9347.9
2019-07,Fluvial/Marítima,Uruguay,33342.1
2019-07,Fluvial/Marítima,EE.UU. y Canadá,146.2
2019-07,Fluvial/Marítima,Resto de América,468.2
2019-07,Fluvial/Marítima,Europa,121.7
2019-07,Fluvial/Marítima,Resto del mundo,19.8
2019-08,Aérea,Bolivia,4017.6
2019-08,Aérea,Brasil,61865
2019-08,Aérea,Chile,21553.4
2019-08,Aérea,Paraguay,6404
2019-08,Aérea,Uruguay,4765.2
2019-08,Aérea,EE.UU. y Canadá,78309.4
2019-08,Aérea,Resto de América,72961.6
2019-08,Aérea,Europa,85405.7
2019-08,Aérea,Resto del mundo,12420
2019-08,Terrestre,Bolivia,35969.9
2019-08,Terrestre,Brasil,62088.2
2019-08,Terrestre,Chile,44088.7
2019-08,Terrestre,Paraguay,80989
2019-08,Terrestre,Uruguay,31261.8
2019-08,Terrestre,EE.UU. y Canadá,172.6
2019-08,Terrestre,Resto de América,289.1
2019-08,Terrestre,Europa,31.7
2019-08,Terrestre,Resto del mundo,32
2019-08,Fluvial/Marítima,Bolivia,8128.7
2019-08,Fluvial/Marítima,Brasil,3349.4
2019-08,Fluvial/Marítima,Chile,30.8
2019-08,Fluvial/Marítima,Paraguay,8618.2
2019-08,Fluvial/Marítima,Uruguay,28809.1
2019-08,Fluvial/Marítima,EE.UU. y Canadá,193.9
2019-08,Fluvial/Marítima,Resto de América,1149.6
2019-08,Fluvial/Marítima,Europa,321.1
2019-08,Fluvial/Marítima,Resto del mundo,49.3
2019-09,Aérea,Bolivia,2769.9
2019-09,Aérea,Brasil,56089.7
2019-09,Aérea,Chile,19268.1
2019-09,Aérea,Paraguay,4873.3
2019-09,Aérea,Uruguay,4136.1
2019-09,Aérea,EE.UU. y Canadá,69581.6
2019-09,Aérea,Resto de América,61181.6
2019-09,Aérea,Europa,87365.5
2019-09,Aérea,Resto del mundo,14516.1
2019-09,Terrestre,Bolivia,28480.6
2019-09,Terrestre,Brasil,57355
2019-09,Terrestre,Chile,54339.9
2019-09,Terrestre,Paraguay,62013.3
2019-09,Terrestre,Uruguay,26770
2019-09,Terrestre,EE.UU. y Canadá,205.5
2019-09,Terrestre,Resto de América,646.7
2019-09,Terrestre,Europa,106.8
2019-09,Terrestre,Resto del mundo,59.3
2019-09,Fluvial/Marítima,Bolivia,6077
2019-09,Fluvial/Marítima,Brasil,3800.1
2019-09,Fluvial/Marítima,Chile,16
2019-09,Fluvial/Marítima,Paraguay,8209
2019-09,Fluvial/Marítima,Uruguay,29433.4
2019-09,Fluvial/Marítima,EE.UU. y Canadá,25.8
2019-09,Fluvial/Marítima,Resto de América,154.2
2019-09,Fluvial/Marítima,Europa,38.9
2019-09,Fluvial/Marítima,Resto del mundo,6.6
2019-10,Aérea,Bolivia,1847.3
2019-10,Aérea,Brasil,56607.1
2019-10,Aérea,Chile,17060.9
2019-10,Aérea,Paraguay,4953.3
2019-10,Aérea,Uruguay,5042.2
2019-10,Aérea,EE.UU. y Canadá,69714.7
2019-10,Aérea,Resto de América,60576
2019-10,Aérea,Europa,81075.7
2019-10,Aérea,Resto del mundo,21569.9
2019-10,Terrestre,Bolivia,24071.9
2019-10,Terrestre,Brasil,56774
2019-10,Terrestre,Chile,58456
2019-10,Terrestre,Paraguay,66725.5
2019-10,Terrestre,Uruguay,31937.8
2019-10,Terrestre,EE.UU. y Canadá,45.4
2019-10,Terrestre,Resto de América,337.4
2019-10,Terrestre,Europa,42.7
2019-10,Terrestre,Resto del mundo,29.9
2019-10,Fluvial/Marítima,Bolivia,7510
2019-10,Fluvial/Marítima,Brasil,3873
2019-10,Fluvial/Marítima,Chile,45
2019-10,Fluvial/Marítima,Paraguay,8942
2019-10,Fluvial/Marítima,Uruguay,32622
2019-10,Fluvial/Marítima,EE.UU. y Canadá,0
2019-10,Fluvial/Marítima,Resto de América,0
2019-10,Fluvial/Marítima,Europa,0
2019-10,Fluvial/Marítima,Resto del mundo,0
2019-11,Aérea,Bolivia,1667.3
2019-11,Aérea,Brasil,54239.8
2019-11,Aérea,Chile,13541.5
2019-11,Aérea,Paraguay,5241.2
2019-11,Aérea,Uruguay,5885.3
2019-11,Aérea,EE.UU. y Canadá,59631.3
2019-11,Aérea,Resto de América,60673.2
2019-11,Aérea,Europa,49370.9
2019-11,Aérea,Resto del mundo,17798.6
2019-11,Terrestre,Bolivia,16857
2019-11,Terrestre,Brasil,53740.8
2019-11,Terrestre,Chile,36849.5
2019-11,Terrestre,Paraguay,98636.2
2019-11,Terrestre,Uruguay,41799.5
2019-11,Terrestre,EE.UU. y Canadá,47.5
2019-11,Terrestre,Resto de América,327.2
2019-11,Terrestre,Europa,47.7
2019-11,Terrestre,Resto del mundo,34.2
2019-11,Fluvial/Marítima,Bolivia,5279
2019-11,Fluvial/Marítima,Brasil,3854.1
2019-11,Fluvial/Marítima,Chile,111.9
2019-11,Fluvial/Marítima,Paraguay,8051.3
2019-11,Fluvial/Marítima,Uruguay,42381.6
2019-11,Fluvial/Marítima,EE.UU. y Canadá,123.9
2019-11,Fluvial/Marítima,Resto de América,737.6
2019-11,Fluvial/Marítima,Europa,187.1
2019-11,Fluvial/Marítima,Resto del mundo,0
2019-12,Aérea,Bolivia,2032.6
2019-12,Aérea,Brasil,55576.6
2019-12,Aérea,Chile,16021.8
2019-12,Aérea,Paraguay,4664.6
2019-12,Aérea,Uruguay,7260.2
2019-12,Aérea,EE.UU. y Canadá,51881.1
2019-12,Aérea,Resto de América,57744.4
2019-12,Aérea,Europa,37101.3
2019-12,Aérea,Resto del mundo,10859.5
2019-12,Terrestre,Bolivia,23350.5
2019-12,Terrestre,Brasil,67206.8
2019-12,Terrestre,Chile,57109.4
2019-12,Terrestre,Paraguay,73580
2019-12,Terrestre,Uruguay,51072.2
2019-12,Terrestre,EE.UU. y Canadá,148.6
2019-12,Terrestre,Resto de América,897.1
2019-12,Terrestre,Europa,132.9
2019-12,Terrestre,Resto del mundo,45.7
2019-12,Fluvial/Marítima,Bolivia,6376
2019-12,Fluvial/Marítima,Brasil,12436.7
2019-12,Fluvial/Marítima,Chile,323.9
2019-12,Fluvial/Marítima,Paraguay,10906.1
2019-12,Fluvial/Marítima,Uruguay,59646.5
2019-12,Fluvial/Marítima,EE.UU. y Canadá,18.8
2019-12,Fluvial/Marítima,Resto de América,108.4
2019-12,Fluvial/Marítima,Europa,28.4
2019-12,Fluvial/Marítima,Resto del mundo,0
2020-01,Aérea,Bolivia,2419.1
2020-01,Aérea,Brasil,91995.6
2020-01,Aérea,Chile,16246.9
2020-01,Aérea,Paraguay,3718.4
2020-01,Aérea,Uruguay,14541.1
2020-01,Aérea,EE.UU. y Canadá,47391.9
2020-01,Aérea,Resto de América,71676.7
2020-01,Aérea,Europa,42972.5
2020-01,Aérea,Resto del mundo,14076.8
2020-01,Terrestre,Bolivia,38675.8
2020-01,Terrestre,Brasil,242654.3
2020-01,Terrestre,Chile,134181.1
2020-01,Terrestre,Paraguay,144290.5
2020-01,Terrestre,Uruguay,154643.3
2020-01,Terrestre,EE.UU. y Canadá,87.6
2020-01,Terrestre,Resto de América,403.6
2020-01,Terrestre,Europa,76.4
2020-01,Terrestre,Resto del mundo,24.3
2020-01,Fluvial/Marítima,Bolivia,6294
2020-01,Fluvial/Marítima,Brasil,12463.3
2020-01,Fluvial/Marítima,Chile,1529.9
2020-01,Fluvial/Marítima,Paraguay,16257.3
2020-01,Fluvial/Marítima,Uruguay,109586.5
2020-01,Fluvial/Marítima,EE.UU. y Canadá,161.3
2020-01,Fluvial/Marítima,Resto de América,595
2020-01,Fluvial/Marítima,Europa,189.4
2020-01,Fluvial/Marítima,Resto del mundo,0
2020-02,Aérea,Bolivia,3472.2
2020-02,Aérea,Brasil,110816.5
2020-02,Aérea,Chile,15280.5
2020-02,Aérea,Paraguay,4060.3
2020-02,Aérea,Uruguay,11534.4
2020-02,Aérea,EE.UU. y Canadá,60028.3
2020-02,Aérea,Resto de América,77045.2
2020-02,Aérea,Europa,49720.3
2020-02,Aérea,Resto del mundo,18086.3
2020-02,Terrestre,Bolivia,39094.2
2020-02,Terrestre,Brasil,258907.4
2020-02,Terrestre,Chile,146508.2
2020-02,Terrestre,Paraguay,110331
2020-02,Terrestre,Uruguay,158245
2020-02,Terrestre,EE.UU. y Canadá,188.6
2020-02,Terrestre,Resto de América,906
2020-02,Terrestre,Europa,274.5
2020-02,Terrestre,Resto del mundo,26.1
2020-02,Fluvial/Marítima,Bolivia,4657
2020-02,Fluvial/Marítima,Brasil,14475.6
2020-02,Fluvial/Marítima,Chile,1100
2020-02,Fluvial/Marítima,Paraguay,11159.2
2020-02,Fluvial/Marítima,Uruguay,108726.8
2020-02,Fluvial/Marítima,EE.UU. y Canadá,193
2020-02,Fluvial/Marítima,Resto de América,531.7
2020-02,Fluvial/Marítima,Europa,194.8
2020-02,Fluvial/Marítima,Resto del mundo,0
2020-03,Aérea,Bolivia,850.1
2020-03,Aérea,Brasil,45939.6
2020-03,Aérea,Chile,9115.6
2020-03,Aérea,Paraguay,2026.9
2020-03,Aérea,Uruguay,1803.1
2020-03,Aérea,EE.UU. y Canadá,20400.3
2020-03,Aérea,Resto de América,29005.8
2020-03,Aérea,Europa,21344.7
2020-03,Aérea,Resto del mundo,7199.9
2020-03,Terrestre,Bolivia,14295.2
2020-03,Terrestre,Brasil,62876.5
2020-03,Terrestre,Chile,28642.8
2020-03,Terrestre,Paraguay,27312.6
2020-03,Terrestre,Uruguay,23716
2020-03,Terrestre,EE.UU. y Canadá,74.8
2020-03,Terrestre,Resto de América,471.8
2020-03,Terrestre,Europa,150.6
2020-03,Terrestre,Resto del mundo,12.8
2020-03,Fluvial/Marítima,Bolivia,6509
2020-03,Fluvial/Marítima,Brasil,6927.8
2020-03,Fluvial/Marítima,Chile,462.8
2020-03,Fluvial/Marítima,Paraguay,3841.1
2020-03,Fluvial/Marítima,Uruguay,17842.8
2020-03,Fluvial/Marítima,EE.UU. y Canadá,62.7
2020-03,Fluvial/Marítima,Resto de América,140.1
2020-03,Fluvial/Marítima,Europa,65.5
2020-03,Fluvial/Marítima,Resto del mundo,1
2020-04,Aérea,Bolivia,0
2020-04,Aérea,Brasil,0
2020-04,Aérea,Chile,0
2020-04,Aérea,Paraguay,0
2020-04,Aérea,Uruguay,0
2020-04,Aérea,EE.UU. y Canadá,0
2020-04,Aérea,Resto de América,0
2020-04,Aérea,Europa,0
2020-04,Aérea,Resto del mundo,0
2020-04,Terrestre,Bolivia,0
2020-04,Terrestre,Brasil,0
2020-04,Terrestre,Chile,0
2020-04,Terrestre,Paraguay,0
2020-04,Terrestre,Uruguay,0
2020-04,Terrestre,EE.UU. y Canadá,0
2020-04,Terrestre,Resto de América,0
2020-04,Terrestre,Europa,0
2020-04,Terrestre,Resto del mundo,0
2020-04,Fluvial/Marítima,Bolivia,0
2020-04,Fluvial/Marítima,Brasil,0
2020-04,Fluvial/Marítima,Chile,0
2020-04,Fluvial/Marítima,Paraguay,0
2020-04,Fluvial/Marítima,Uruguay,0
2020-04,Fluvial/Marítima,EE.UU. y Canadá,0
2020-04,Fluvial/Marítima,Resto de América,0
2020-04,Fluvial/Marítima,Europa,0
2020-04,Fluvial/Marítima,Resto del mundo,0
2020-05,Aérea,Bolivia,0
2020-05,Aérea,Brasil,0
2020-05,Aérea,Chile,0
2020-05,Aérea,Paraguay,0
2020-05,Aérea,Uruguay,0
2020-05,Aérea,EE.UU. y Canadá,0
2020-05,Aérea,Resto de América,0
2020-05,Aérea,Europa,0
2020-05,Aérea,Resto del mundo,0
2020-05,Terrestre,Bolivia,0
2020-05,Terrestre,Brasil,0
2020-05,Terrestre,Chile,0
2020-05,Terrestre,Paraguay,0
2020-05,Terrestre,Uruguay,0
2020-05,Terrestre,EE.UU. y Canadá,0
2020-05,Terrestre,Resto de América,0
2020-05,Terrestre,Europa,0
2020-05,Terrestre,Resto del mundo,0
2020-05,Fluvial/Marítima,Bolivia,0
2020-05,Fluvial/Marítima,Brasil,0
2020-05,Fluvial/Marítima,Chile,0
2020-05,Fluvial/Marítima,Paraguay,0
2020-05,Fluvial/Marítima,Uruguay,0
2020-05,Fluvial/Marítima,EE.UU. y Canadá,0
2020-05,Fluvial/Marítima,Resto de América,0
2020-05,Fluvial/Marítima,Europa,0
2020-05,Fluvial/Marítima,Resto del mundo,0
2020-06,Aérea,Bolivia,0
2020-06,Aérea,Brasil,0
2020-06,Aérea,Chile,0
2020-06,Aérea,Paraguay,0
2020-06,Aérea,Uruguay,0
2020-06,Aérea,EE.UU. y Canadá,0
2020-06,Aérea,Resto de América,0
2020-06,Aérea,Europa,0
2020-06,Aérea,Resto del mundo,0
2020-06,Terrestre,Bolivia,0
2020-06,Terrestre,Brasil,0
2020-06,Terrestre,Chile,0
2020-06,Terrestre,Paraguay,0
2020-06,Terrestre,Uruguay,0
2020-06,Terrestre,EE.UU. y Canadá,0
2020-06,Terrestre,Resto de América,0
2020-06,Terrestre,Europa,0
2020-06,Terrestre,Resto del mundo,0
2020-06,Fluvial/Marítima,Bolivia,0
2020-06,Fluvial/Marítima,Brasil,0
2020-06,Fluvial/Marítima,Chile,0
2020-06,Fluvial/Marítima,Paraguay,0
2020-06,Fluvial/Marítima,Uruguay,0
2020-06,Fluvial/Marítima,EE.UU. y Canadá,0
2020-06,Fluvial/Marítima,Resto de América,0
2020-06,Fluvial/Marítima,Europa,0
2020-06,Fluvial/Marítima,Resto del mundo,0
2020-07,Aérea,Bolivia,196.7
2020-07,Aérea,Brasil,163.4
2020-07,Aérea,Chile,289.2
2020-07,Aérea,Paraguay,231
2020-07,Aérea,Uruguay,14
2020-07,Aérea,EE.UU. y Canadá,639.5
2020-07,Aérea,Resto de América,799.3
2020-07,Aérea,Europa,1234.8
2020-07,Aérea,Resto del mundo,0
2020-07,Terrestre,Bolivia,49
2020-07,Terrestre,Brasil,442
2020-07,Terrestre,Chile,119
2020-07,Terrestre,Paraguay,468
2020-07,Terrestre,Uruguay,417
2020-07,Terrestre,EE.UU. y Canadá,0
2020-07,Terrestre,Resto de América,0
2020-07,Terrestre,Europa,0
2020-07,Terrestre,Resto del mundo,0
2020-07,Fluvial/Marítima,Bolivia,0
2020-07,Fluvial/Marítima,Brasil,0
2020-07,Fluvial/Marítima,Chile,0
2020-07,Fluvial/Marítima,Paraguay,2
2020-07,Fluvial/Marítima,Uruguay,374
2020-07,Fluvial/Marítima,EE.UU. y Canadá,0
2020-07,Fluvial/Marítima,Resto de América,0
2020-07,Fluvial/Marítima,Europa,0
2020-07,Fluvial/Marítima,Resto del mundo,0
2020-08,Aérea,Bolivia,127.6
2020-08,Aérea,Brasil,388.4
2020-08,Aérea,Chile,144.4
2020-08,Aérea,Paraguay,104.8
2020-08,Aérea,Uruguay,59.7
2020-08,Aérea,EE.UU. y Canadá,827.9
2020-08,Aérea,Resto de América,333.9
2020-08,Aérea,Europa,1511.9
2020-08,Aérea,Resto del mundo,118.4
2020-08,Terrestre,Bolivia,48
2020-08,Terrestre,Brasil,430
2020-08,Terrestre,Chile,205
2020-08,Terrestre,Paraguay,546
2020-08,Terrestre,Uruguay,525
2020-08,Terrestre,EE.UU. y Canadá,0
2020-08,Terrestre,Resto de América,0
2020-08,Terrestre,Europa,0
2020-08,Terrestre,Resto del mundo,0
2020-08,Fluvial/Marítima,Bolivia,0
2020-08,Fluvial/Marítima,Brasil,0
2020-08,Fluvial/Marítima,Chile,0
2020-08,Fluvial/Marítima,Paraguay,7
2020-08,Fluvial/Marítima,Uruguay,584
2020-08,Fluvial/Marítima,EE.UU. y Canadá,0
2020-08,Fluvial/Marítima,Resto de América,0
2020-08,Fluvial/Marítima,Europa,0
2020-08,Fluvial/Marítima,Resto del mundo,0
2020-09,Aérea,Bolivia,583.6
2020-09,Aérea,Brasil,758.1
2020-09,Aérea,Chile,414
2020-09,Aérea,Paraguay,518.1
2020-09,Aérea,Uruguay,81.3
2020-09,Aérea,EE.UU. y Canadá,1853.2
2020-09,Aérea,Resto de América,970
2020-09,Aérea,Europa,3637.2
2020-09,Aérea,Resto del mundo,136.5
2020-09,Terrestre,Bolivia,87
2020-09,Terrestre,Brasil,414
2020-09,Terrestre,Chile,106
2020-09,Terrestre,Paraguay,26
2020-09,Terrestre,Uruguay,678
2020-09,Terrestre,EE.UU. y Canadá,0
2020-09,Terrestre,Resto de América,0
2020-09,Terrestre,Europa,0
2020-09,Terrestre,Resto del mundo,0
2020-09,Fluvial/Marítima,Bolivia,0
2020-09,Fluvial/Marítima,Brasil,0
2020-09,Fluvial/Marítima,Chile,0
2020-09,Fluvial/Marítima,Paraguay,0
2020-09,Fluvial/Marítima,Uruguay,779
2020-09,Fluvial/Marítima,EE.UU. y Canadá,0
2020-09,Fluvial/Marítima,Resto de América,0
2020-09,Fluvial/Marítima,Europa,0
2020-09,Fluvial/Marítima,Resto del mundo,0
2020-10,Aérea,Bolivia,1348
2020-10,Aérea,Brasil,1359
2020-10,Aérea,Chile,765
2020-10,Aérea,Paraguay,359
2020-10,Aérea,Uruguay,191
2020-10,Aérea,EE.UU. y Canadá,4756
2020-10,Aérea,Resto de América,1988
2020-10,Aérea,Europa,4293
2020-10,Aérea,Resto del mundo,56
2020-10,Terrestre,Bolivia,59
2020-10,Terrestre,Brasil,480
2020-10,Terrestre,Chile,341
2020-10,Terrestre,Paraguay,68
2020-10,Terrestre,Uruguay,1135
2020-10,Terrestre,EE.UU. y Canadá,0
2020-10,Terrestre,Resto de América,0
2020-10,Terrestre,Europa,0
2020-10,Terrestre,Resto del mundo,0
2020-10,Fluvial/Marítima,Bolivia,0
2020-10,Fluvial/Marítima,Brasil,0
2020-10,Fluvial/Marítima,Chile,0
2020-10,Fluvial/Marítima,Paraguay,0
2020-10,Fluvial/Marítima,Uruguay,1302
2020-10,Fluvial/Marítima,EE.UU. y Canadá,0
2020-10,Fluvial/Marítima,Resto de América,0
2020-10,Fluvial/Marítima,Europa,0
2020-10,Fluvial/Marítima,Resto del mundo,0
2020-11,Aérea,Bolivia,1810.2
2020-11,Aérea,Brasil,4029
2020-11,Aérea,Chile,2721
2020-11,Aérea,Paraguay,957.7
2020-11,Aérea,Uruguay,291.7
2020-11,Aérea,EE.UU. y Canadá,8956.9
2020-11,Aérea,Resto de América,4165.6
2020-11,Aérea,Europa,5633.5
2020-11,Aérea,Resto del mundo,60.3
2020-11,Terrestre,Bolivia,126
2020-11,Terrestre,Brasil,694
2020-11,Terrestre,Chile,602
2020-11,Terrestre,Paraguay,77
2020-11,Terrestre,Uruguay,1720
2020-11,Terrestre,EE.UU. y Canadá,0
2020-11,Terrestre,Resto de América,0
2020-11,Terrestre,Europa,0
2020-11,Terrestre,Resto del mundo,0
2020-11,Fluvial/Marítima,Bolivia,0
2020-11,Fluvial/Marítima,Brasil,2
2020-11,Fluvial/Marítima,Chile,0
2020-11,Fluvial/Marítima,Paraguay,0
2020-11,Fluvial/Marítima,Uruguay,1697
2020-11,Fluvial/Marítima,EE.UU. y Canadá,0
2020-11,Fluvial/Marítima,Resto de América,0
2020-11,Fluvial/Marítima,Europa,0
2020-11,Fluvial/Marítima,Resto del mundo,0
2020-12,Aérea,Bolivia,2927.2
2020-12,Aérea,Brasil,5361.1
2020-12,Aérea,Chile,6477.2
2020-12,Aérea,Paraguay,4497.4
2020-12,Aérea,Uruguay,248.3
2020-12,Aérea,EE.UU. y Canadá,12925.1
2020-12,Aérea,Resto de América,9149.1
2020-12,Aérea,Europa,11123.6
2020-12,Aérea,Resto del mundo,159.1
2020-12,Terrestre,Bolivia,126
2020-12,Terrestre,Brasil,994
2020-12,Terrestre,Chile,3091
2020-12,Terrestre,Paraguay,389
2020-12,Terrestre,Uruguay,2843
2020-12,Terrestre,EE.UU. y Canadá,0
2020-12,Terrestre,Resto de América,0
2020-12,Terrestre,Europa,0
2020-12,Terrestre,Resto del mundo,0
2020-12,Fluvial/Marítima,Bolivia,0
2020-12,Fluvial/Marítima,Brasil,1
2020-12,Fluvial/Marítima,Chile,0
2020-12,Fluvial/Marítima,Paraguay,1
2020-12,Fluvial/Marítima,Uruguay,2515
2020-12,Fluvial/Marítima,EE.UU. y Canadá,0
2020-12,Fluvial/Marítima,Resto de América,0
2020-12,Fluvial/Marítima,Europa,0
2020-12,Fluvial/Marítima,Resto del mundo,0
2021-01,Aérea,Bolivia,1481
2021-01,Aérea,Brasil,10859.9
2021-01,Aérea,Chile,5500.5
2021-01,Aérea,Paraguay,2297.2
2021-01,Aérea,Uruguay,186
2021-01,Aérea,EE.UU. y Canadá,15549.3
2021-01,Aérea,Resto de América,17529.1
2021-01,Aérea,Europa,4481
2021-01,Aérea,Resto del mundo,1420.1
2021-01,Terrestre,Bolivia,97
2021-01,Terrestre,Brasil,1020
2021-01,Terrestre,Chile,987
2021-01,Terrestre,Paraguay,73
2021-01,Terrestre,Uruguay,1278
2021-01,Terrestre,EE.UU. y Canadá,0
2021-01,Terrestre,Resto de América,0
2021-01,Terrestre,Europa,0
2021-01,Terrestre,Resto del mundo,0
2021-01,Fluvial/Marítima,Bolivia,0
2021-01,Fluvial/Marítima,Brasil,0
2021-01,Fluvial/Marítima,Chile,0
2021-01,Fluvial/Marítima,Paraguay,0
2021-01,Fluvial/Marítima,Uruguay,1732
2021-01,Fluvial/Marítima,EE.UU. y Canadá,0
2021-01,Fluvial/Marítima,Resto de América,0
2021-01,Fluvial/Marítima,Europa,0
2021-01,Fluvial/Marítima,Resto del mundo,0
2021-02,Aérea,Bolivia,2943
2021-02,Aérea,Brasil,7778
2021-02,Aérea,Chile,4916
2021-02,Aérea,Paraguay,2916
2021-02,Aérea,Uruguay,233
2021-02,Aérea,EE.UU. y Canadá,14672.1
2021-02,Aérea,Resto de América,19420.9
2021-02,Aérea,Europa,4239
2021-02,Aérea,Resto del mundo,649
2021-02,Terrestre,Bolivia,111
2021-02,Terrestre,Brasil,876
2021-02,Terrestre,Chile,864
2021-02,Terrestre,Paraguay,78
2021-02,Terrestre,Uruguay,1042
2021-02,Terrestre,EE.UU. y Canadá,0
2021-02,Terrestre,Resto de América,0
2021-02,Terrestre,Europa,0
2021-02,Terrestre,Resto del mundo,0
2021-02,Fluvial/Marítima,Bolivia,0
2021-02,Fluvial/Marítima,Brasil,0
2021-02,Fluvial/Marítima,Chile,0
2021-02,Fluvial/Marítima,Paraguay,0
2021-02,Fluvial/Marítima,Uruguay,3178
2021-02,Fluvial/Marítima,EE.UU. y Canadá,0
2021-02,Fluvial/Marítima,Resto de América,0
2021-02,Fluvial/Marítima,Europa,0
2021-02,Fluvial/Marítima,Resto del mundo,0
2021-03,Aérea,Bolivia,2656
2021-03,Aérea,Brasil,6951
2021-03,Aérea,Chile,3810
2021-03,Aérea,Paraguay,4724
2021-03,Aérea,Uruguay,270
2021-03,Aérea,EE.UU. y Canadá,10186
2021-03,Aérea,Resto de América,20166
2021-03,Aérea,Europa,3521
2021-03,Aérea,Resto del mundo,564
2021-03,Terrestre,Bolivia,165
2021-03,Terrestre,Brasil,732
2021-03,Terrestre,Chile,608
2021-03,Terrestre,Paraguay,247
2021-03,Terrestre,Uruguay,484
2021-03,Terrestre,EE.UU. y Canadá,0
2021-03,Terrestre,Resto de América,0
2021-03,Terrestre,Europa,0
2021-03,Terrestre,Resto del mundo,0
2021-03,Fluvial/Marítima,Bolivia,0
2021-03,Fluvial/Marítima,Brasil,8
2021-03,Fluvial/Marítima,Chile,0
2021-03,Fluvial/Marítima,Paraguay,0
2021-03,Fluvial/Marítima,Uruguay,4556
2021-03,Fluvial/Marítima,EE.UU. y Canadá,0
2021-03,Fluvial/Marítima,Resto de América,0
2021-03,Fluvial/Marítima,Europa,0
2021-03,Fluvial/Marítima,Resto del mundo,0
